Runs	UMAP1	UMAP2	CellType	NumofReads	SampleName	JC	Replicates
SRR6357676	-3.09977833585801	0.0507672657057934	Jurkat_T_cell	10686	GSM2879644	J	1
SRR6357679	-2.90539185361925	-2.18476621762064	Jurkat_T_cell	3252	GSM2879647	J	1
SRR6357683	-3.04974095182481	-1.54760197505501	Jurkat_T_cell	10926	GSM2879651	J	1
SRR6357684	-3.99459473447862	-5.12790814742592	Jurkat_T_cell	4354	GSM2879652	J	1
SRR6357685	-2.73487679319444	-1.23156223401573	Jurkat_T_cell	8236	GSM2879653	J	1
SRR6357686	-3.03143994169298	-3.0257275472596	Jurkat_T_cell	1882	GSM2879654	J	1
SRR6357687	-3.1642247851378	0.162832104115217	Jurkat_T_cell	23184	GSM2879655	J	1
SRR6357689	-2.86702744321885	2.11378940239403	Jurkat_T_cell	24812	GSM2879657	J	1
SRR6357690	-2.93536583738389	-0.0931305061295338	Jurkat_T_cell	7236	GSM2879658	J	1
SRR6357692	-2.84199539976182	-4.07456759318855	Jurkat_T_cell	3266	GSM2879660	J	1
SRR6357693	-2.5013453181273	-0.90682832107094	Jurkat_T_cell	10380	GSM2879661	J	1
SRR6357695	-3.81838909940782	-4.04717568263558	Jurkat_T_cell	75414	GSM2879663	J	1
SRR6357696	-2.19188420133653	4.47844585075828	Jurkat_T_cell	14836	GSM2879664	J	1
SRR6357698	-3.22679154233995	-1.91304895982292	Jurkat_T_cell	11358	GSM2879666	J	1
SRR6357699	-2.50188891248765	2.14978154793236	Jurkat_T_cell	18542	GSM2879667	J	1
SRR6357700	-2.86618630247178	-3.51517323359993	Jurkat_T_cell	1702	GSM2879668	J	1
SRR6357701	-1.88560263471666	5.15553697243187	Jurkat_T_cell	22506	GSM2879669	J	1
SRR6357702	-2.20861212568345	-0.128914393039019	Jurkat_T_cell	5406	GSM2879670	J	1
SRR6357703	-2.10021368818345	5.15671237602684	Jurkat_T_cell	15872	GSM2879671	J	1
SRR6357707	-2.96836106138292	-1.65368435487297	Jurkat_T_cell	6434	GSM2879675	J	1
SRR6357708	-2.76650444822374	-1.60909316644219	Jurkat_T_cell	11996	GSM2879676	J	1
SRR6357709	-2.93855873899522	-1.11058620318917	Jurkat_T_cell	7010	GSM2879677	J	1
SRR6357710	-2.14548460798326	4.67080672874901	Jurkat_T_cell	26502	GSM2879678	J	1
SRR6357711	-1.96562353925767	3.58824380531761	Jurkat_T_cell	91570	GSM2879679	J	1
SRR6357712	-2.8236953433043	-0.610341228099138	Jurkat_T_cell	15024	GSM2879680	J	1
