Runs	CellType	AUPR
SRR1781079	TF1	0.827
SRR1781081	TF1	0.833
SRR1781083	TF1	0.52
SRR1781084	TF1	0.831
SRR1781085	TF1	0.502
SRR1781082	TF1	0.833
SRR1781087	TF1	0.819
SRR1781086	TF1	0.82
SRR1781089	TF1	0.747
SRR1781090	TF1	0.811
SRR1781091	TF1	0.558
SRR1781088	TF1	0.556
SRR1781092	TF1	0.765
SRR1781093	TF1	0.561
SRR1781094	TF1	0.831
SRR1781095	TF1	0.544
SRR1781097	TF1	0.69
SRR1781098	TF1	0.827
SRR1781096	TF1	0.83
SRR1781099	TF1	0.819
SRR1781102	TF1	0.537
SRR1781100	TF1	0.594
SRR1781101	TF1	0.832
SRR1781103	TF1	0.829
SRR1781104	TF1	0.686
SRR1781107	TF1	0.793
SRR1781108	TF1	0.614
SRR1781105	TF1	0.475
SRR1781106	TF1	0.826
SRR1781109	TF1	0.493
SRR1781110	TF1	0.516
SRR1781113	TF1	0.833
SRR1781112	TF1	0.757
SRR1781111	TF1	0.541
SRR1781114	TF1	0.82
SRR1781115	TF1	0.625
SRR1781117	TF1	0.537
SRR1781118	TF1	0.515
SRR1781116	TF1	0.825
SRR1781121	TF1	0.584
SRR1781122	TF1	0.654
SRR1781119	TF1	0.65
SRR1781120	TF1	0.826
