Runs	CellType	AUPR
SRR5584418	K562	0.334
SRR5584417	K562	0.457
SRR5584419	K562	0.342
SRR5584420	K562	0.268
SRR5584422	K562	0.354
SRR5584421	K562	0.365
SRR5584423	K562	0.42
SRR5584424	K562	0.352
SRR5584425	K562	0.422
SRR5584427	K562	0.25
SRR5584428	K562	0.417
SRR5584426	K562	0.347
SRR5584429	K562	0.445
SRR5584430	K562	0.31
SRR5584432	K562	0.483
SRR5584431	K562	0.254
SRR5584434	K562	0.338
SRR5584433	K562	0.451
SRR5584435	K562	0.294
SRR5584436	K562	0.445
SRR5584437	K562	0.266
SRR5584439	K562	0.461
SRR5584441	K562	0.495
SRR5584440	K562	0.412
SRR5584442	K562	0.258
SRR5584438	K562	0.381
SRR5584443	K562	0.463
SRR5584444	K562	0.43
SRR5584445	K562	0.393
SRR5584447	K562	0.441
SRR5584449	K562	0.477
SRR5584448	K562	0.305
SRR5584446	K562	0.294
SRR5584450	K562	0.373
SRR5584451	K562	0.436
SRR5584452	K562	0.475
SRR5584453	K562	0.505
SRR5584454	K562	0.481
SRR5584455	K562	0.433
SRR5584456	K562	0.385
SRR5584459	K562	0.369
SRR5584457	K562	0.441
SRR5584458	K562	0.345
SRR5584460	K562	0.29
SRR5584461	K562	0.382
SRR5584463	K562	0.489
SRR5584462	K562	0.325
SRR5584464	K562	0.298
SRR5584465	K562	0.457
SRR5584466	K562	0.346
SRR5584468	K562	0.43
SRR5584467	K562	0.422
SRR5584469	K562	0.348
SRR5584470	K562	0.396
SRR5584471	K562	0.418
SRR5584472	K562	0.417
SRR5584474	K562	0.37
SRR5584473	K562	0.396
SRR5584475	K562	0.275
SRR5584476	K562	0.47
SRR5584477	K562	0.368
SRR5584479	K562	0.359
SRR5584480	K562	0.347
SRR1781027	TF1	0.216
SRR1781028	TF1	0.177
SRR1781029	TF1	0.184
SRR1781031	TF1	0.359
SRR1781030	TF1	0.14
SRR1781033	TF1	0.198
SRR1781032	TF1	0.112
SRR1781034	TF1	0.18
SRR1781035	TF1	0.112
SRR1781036	TF1	0.214
SRR1781039	TF1	0.269
SRR1781038	TF1	0.123
SRR1781037	TF1	0.128
SRR1781040	TF1	0.138
SRR1781041	TF1	0.117
SRR1781042	TF1	0.25
SRR1781043	TF1	0.122
SRR1781044	TF1	0.205
SRR1781045	TF1	0.113
SRR1781046	TF1	0.133
SRR1781047	TF1	0.109
SRR1781048	TF1	0.124
SRR1781049	TF1	0.12
SRR1781051	TF1	0.115
SRR1781052	TF1	0.188
SRR1781057	TF1	0.183
SRR1781053	TF1	0.288
SRR1781056	TF1	0.263
SRR1781054	TF1	0.217
SRR1781050	TF1	0.312
SRR1781055	TF1	0.263
SRR1781058	TF1	0.32
SRR1781061	TF1	0.114
SRR1781059	TF1	0.236
SRR1781060	TF1	0.12
SRR1781063	TF1	0.157
SRR1781064	TF1	0.11
SRR1781066	TF1	0.218
SRR1781067	TF1	0.332
SRR1781068	TF1	0.135
SRR1781069	TF1	0.283
SRR1781071	TF1	0.246
SRR1781072	TF1	0.297
SRR1781073	TF1	0.163
SRR1781062	TF1	0.246
SRR1781075	TF1	0.126
SRR1781074	TF1	0.364
SRR1781077	TF1	0.194
SRR1781076	TF1	0.109
SRR1781078	TF1	0.34
SRR1781080	TF1	0.11
SRR1781065	TF1	0.115
SRR1781070	TF1	0.33
SRR1781079	TF1	0.223
SRR1781081	TF1	0.226
SRR1781083	TF1	0.112
SRR1781084	TF1	0.252
SRR1781085	TF1	0.108
SRR1781082	TF1	0.242
SRR1781087	TF1	0.37
SRR1781086	TF1	0.316
SRR1781089	TF1	0.133
SRR1781090	TF1	0.167
SRR1781091	TF1	0.118
SRR1781088	TF1	0.115
SRR1781092	TF1	0.14
SRR1781093	TF1	0.111
SRR1781094	TF1	0.26
SRR1781095	TF1	0.122
SRR1781097	TF1	0.126
SRR1781098	TF1	0.301
SRR1781096	TF1	0.29
SRR1781099	TF1	0.211
SRR1781102	TF1	0.116
SRR1781100	TF1	0.117
SRR1781101	TF1	0.294
SRR1781103	TF1	0.235
SRR1781104	TF1	0.132
SRR1781107	TF1	0.172
SRR1781108	TF1	0.116
SRR1781105	TF1	0.117
SRR1781106	TF1	0.328
SRR1781109	TF1	0.11
SRR1781110	TF1	0.121
SRR1781113	TF1	0.271
SRR1781112	TF1	0.137
SRR1781111	TF1	0.126
SRR1781114	TF1	0.212
SRR1781115	TF1	0.119
SRR1781117	TF1	0.118
SRR1781118	TF1	0.116
SRR1781116	TF1	0.213
SRR1781121	TF1	0.111
SRR1781122	TF1	0.129
SRR1781119	TF1	0.13
SRR1781120	TF1	0.32
