Runs	UMAP1	UMAP2	CellType	NumofReads	SampleName	JC	Replicates
SRR6357813	-1.25252292545792	-2.1983518643463	Jurkat_T_cell	7662	GSM2879781	J	2
SRR6357815	-1.04204509647843	-2.89928675127867	Jurkat_T_cell	11544	GSM2879783	J	2
SRR6357816	0.00220014659407886	-3.08621073199156	Jurkat_T_cell	4232	GSM2879784	J	2
SRR6357817	0.432287474551232	0.189145799151628	Jurkat_T_cell	2118	GSM2879785	J	2
SRR6357818	-0.230733851513831	-3.16509342623595	Jurkat_T_cell	23282	GSM2879786	J	2
SRR6357819	-0.706047753415076	-3.33332348299864	Jurkat_T_cell	7970	GSM2879787	J	2
SRR6357821	0.609724780001672	-2.867407803067	Jurkat_T_cell	18358	GSM2879789	J	2
SRR6357822	1.13585927096847	-2.42409420443419	Jurkat_T_cell	1672	GSM2879790	J	2
SRR6357823	-0.0398120680665657	-3.22473335696104	Jurkat_T_cell	18384	GSM2879791	J	2
SRR6357824	-0.0522610941743538	-1.79142332507017	Jurkat_T_cell	45328	GSM2879792	J	2
SRR6357827	0.906299611010583	-2.72595501376036	Jurkat_T_cell	19084	GSM2879795	J	2
SRR6357829	-1.83260206373688	-1.43516111803892	Jurkat_T_cell	3534	GSM2879797	J	2
SRR6357831	-0.781690219960181	-2.42122459841612	Jurkat_T_cell	8530	GSM2879799	J	2
SRR6357832	-0.903779248318641	-0.46406889391783	Jurkat_T_cell	8998	GSM2879800	J	2
SRR6357833	-1.54731712730881	0.779287810794084	Jurkat_T_cell	1286	GSM2879801	J	2
SRR6357834	0.14817192164901	-2.06087828112486	Jurkat_T_cell	3286	GSM2879802	J	2
SRR6357835	-0.469847659192054	-2.0924906773651	Jurkat_T_cell	69250	GSM2879803	J	2
SRR6357837	0.294438382067712	-2.63896656466368	Jurkat_T_cell	48240	GSM2879805	J	2
SRR6357838	0.0295429429197624	-2.01445198489073	Jurkat_T_cell	6848	GSM2879806	J	2
SRR6357840	-0.149343709073035	-1.60487032366637	Jurkat_T_cell	25520	GSM2879808	J	2
SRR6357841	0.151808997073205	-1.82413244677428	Jurkat_T_cell	3778	GSM2879809	J	2
SRR6357842	1.65682508555892	-2.50727892351988	Jurkat_T_cell	20968	GSM2879810	J	2
SRR6357843	-0.734586099705665	-2.41280985308531	Jurkat_T_cell	39604	GSM2879811	J	2
SRR6357845	1.15466477481368	-1.96717930270079	Jurkat_T_cell	1404	GSM2879813	J	2
SRR6357846	-0.0613851347779915	-1.9279284520233	Jurkat_T_cell	32818	GSM2879814	J	2
SRR6357848	0.592382450976403	-0.272306446560652	Jurkat_T_cell	31314	GSM2879816	J	2
SRR6357849	-0.926952103695838	-2.80606270266417	Jurkat_T_cell	12912	GSM2879817	J	2
SRR6357850	-0.240858534893958	-2.27470159960631	Jurkat_T_cell	23522	GSM2879818	J	2
SRR6357851	0.244616766848595	-2.32752895785216	Jurkat_T_cell	1724	GSM2879819	J	2
SRR6357852	0.373348971285851	-2.12468004656676	Jurkat_T_cell	4028	GSM2879820	J	2
SRR6357853	-0.761405090413062	-2.70642376376036	Jurkat_T_cell	20496	GSM2879821	J	2
SRR6357855	0.719815512576135	-1.79049683047179	Jurkat_T_cell	14694	GSM2879823	J	2
SRR6357856	1.08756830302718	-1.24390268755797	Jurkat_T_cell	65152	GSM2879824	J	2
SRR6357857	0.235876341738732	-2.38860369158629	Jurkat_T_cell	36664	GSM2879825	J	2
SRR6357859	0.327033301272424	2.1713694291031	Jurkat_T_cell	1044	GSM2879827	J	2
SRR6357861	1.17173173038009	-0.913119320400984	Jurkat_T_cell	10966	GSM2879829	J	2
SRR6357862	1.29435207454208	0.638952012530534	Jurkat_T_cell	1132	GSM2879830	J	2
SRR6357864	-0.498043040356605	-2.46713400317076	Jurkat_T_cell	70834	GSM2879832	J	2
SRR6357865	-0.486083010754554	-2.74634838534239	Jurkat_T_cell	4512	GSM2879833	J	2
SRR6357866	0.0989504059934929	-2.07435083819273	Jurkat_T_cell	1032	GSM2879834	J	2
SRR6357867	-0.0474972525453254	-2.33081007433775	Jurkat_T_cell	313854	GSM2879835	J	2
SRR6357868	-0.385376671872108	-1.4840431256378	Jurkat_T_cell	18966	GSM2879836	J	3
SRR6357869	1.06060030070785	-1.87847710085753	Jurkat_T_cell	6310	GSM2879837	J	3
SRR6357870	0.500413437762292	-1.86347866488341	Jurkat_T_cell	1320	GSM2879838	J	3
SRR6357872	-1.46564922722336	1.02210688161012	Jurkat_T_cell	7192	GSM2879840	J	3
SRR6357874	0.375738402285607	-1.78168106509093	Jurkat_T_cell	19116	GSM2879842	J	3
SRR6357877	-0.320949772915809	-0.952855114468367	Jurkat_T_cell	20496	GSM2879845	J	3
SRR6357878	-1.32727346809861	-1.07360792590025	Jurkat_T_cell	138054	GSM2879846	J	3
SRR6357879	-0.574312428555457	0.00095605420228706	Jurkat_T_cell	9690	GSM2879847	J	3
SRR6357880	0.197545548357995	-2.62523842287901	Jurkat_T_cell	21174	GSM2879848	J	3
SRR6357881	0.401862164416344	-2.5514955563629	Jurkat_T_cell	43232	GSM2879849	J	3
SRR6357882	-1.70282826813218	0.241112943164079	Jurkat_T_cell	269068	GSM2879850	J	3
SRR6357884	-0.916022399983375	0.338341947070329	Jurkat_T_cell	120688	GSM2879852	J	3
SRR6357885	-0.955867628178565	-2.13504171801451	Jurkat_T_cell	23342	GSM2879853	J	3
SRR6357886	-0.148658255658118	-1.94240189028624	Jurkat_T_cell	2056	GSM2879854	J	3
SRR6357887	0.480161209979089	-2.34093714190367	Jurkat_T_cell	1376	GSM2879855	J	3
SRR6357889	0.0475447377348259	-0.600281242855818	Jurkat_T_cell	25984	GSM2879857	J	3
SRR6357890	0.671855231204064	-2.61191416216734	Jurkat_T_cell	2184	GSM2879858	J	3
SRR6357891	-0.18501351269242	-1.48687458468321	Jurkat_T_cell	50422	GSM2879859	J	3
SRR6357893	-1.08045576008317	0.171561952105729	Jurkat_T_cell	26722	GSM2879861	J	3
SRR6357894	-1.40642259510514	0.682978864184587	Jurkat_T_cell	5454	GSM2879862	J	3
SRR6357895	-0.209506730160682	-0.782539371975691	Jurkat_T_cell	2188	GSM2879863	J	3
SRR6357896	0.704555531420739	0.0975673155700849	Jurkat_T_cell	16030	GSM2879864	J	3
SRR6357897	0.326729317584069	-2.24547148180846	Jurkat_T_cell	28266	GSM2879865	J	3
SRR6357898	0.0490865906858757	-2.14200163317564	Jurkat_T_cell	27358	GSM2879866	J	3
SRR6357899	-0.206871012768714	-1.37860918475035	Jurkat_T_cell	8018	GSM2879867	J	3
SRR6357901	-0.556718091092078	-0.0843133969390704	Jurkat_T_cell	12062	GSM2879869	J	3
SRR6357902	-0.708525876126258	-2.079321865567	Jurkat_T_cell	11914	GSM2879870	J	3
SRR6357903	-0.322650889477698	0.0585095839416669	Jurkat_T_cell	4892	GSM2879871	J	3
SRR6357904	-0.000251988491980715	-1.78212452364805	Jurkat_T_cell	21846	GSM2879872	J	3
SRR6357905	-0.724467972836463	-0.956390385159285	Jurkat_T_cell	1268	GSM2879873	J	3
SRR6357906	-1.48155949505326	0.456846471301286	Jurkat_T_cell	18848	GSM2879874	J	3
