Runs	CellType	AUPR
SRR6359011	Th17_T_cell	0.604
SRR6359012	Th17_T_cell	0.633
SRR6359013	Th17_T_cell	0.526
SRR6359014	Th17_T_cell	0.562
SRR6359015	Th17_T_cell	0.602
SRR6359016	Th17_T_cell	0.572
SRR6359017	Th17_T_cell	0.598
SRR6359018	Th17_T_cell	0.593
SRR6359019	Th17_T_cell	0.615
SRR6358900	Th17_T_cell	0.56
SRR6358901	Th17_T_cell	0.599
SRR6358904	Th17_T_cell	0.606
SRR6358905	Th17_T_cell	0.583
SRR6358906	Th17_T_cell	0.55
SRR6358907	Th17_T_cell	0.582
SRR6358908	Th17_T_cell	0.597
SRR6358911	Th17_T_cell	0.612
SRR6358912	Th17_T_cell	0.62
SRR6358913	Th17_T_cell	0.581
SRR6358915	Th17_T_cell	0.623
SRR6358916	Th17_T_cell	0.584
SRR6358917	Th17_T_cell	0.61
SRR6358918	Th17_T_cell	0.606
SRR6358919	Th17_T_cell	0.55
SRR6358920	Th17_T_cell	0.409
SRR6358923	Th17_T_cell	0.615
